Source,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR,RSTAR_NEG,RSTAR_POS,LSTAR,LSTAR_NEG,LSTAR_POS,PLX_WAV,PLX_ERR_WAV,Teff_bmk,Teff_bmk_err,Rstar_bmk,Rstar_bmk_err,ang_dia_bmk,ang_dia_bmk_err,plx_bmk,plx_bmk_err,Model,Walkers,Iterations,Burn In,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bmk,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bmk,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),angdia_delta_bmk,Tau_Teff,Tau_Radius,Stored,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+
HD10400,25.09533999825,-47.91267090454,2.067,0.0141,3630.7805477010033,3630.7805477010033,0.3869012186544119,3382.2055679962627,0.5839826138215523,3335.799966071086,3630.7805477010033,3630.7805477010033,1.2719672717856954,3621.5659642871838,3630.7805477010033,3630.7805477010033,5.090964178178002,3544.8674429865373,7.979947012866106,3486.5829342943434,9.179097602569758,3551.4033491464365,,,470.942,pc,Gaia DR2 4930003160180846208,25.095496566177736,-47.91267203750654,2.0776684296345747,0.02782772914500421,4856.04,4798.4326,4940.0947,11.790771,11.392949,11.392949,69.64792,68.11308,68.11308,2.0691794152112934,0.012577592151249163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ck04,50,5000,500,2.0691794152112934,0.012577592151249163,4863,4,4,0.0008225375282747275,NaN,11.8,0.0472,0.0472,0.004,NaN,0.000596,0.0103,0.0103,0.0244,0.211,0.211,0.227,2.0,2.0,NaN,1.984,1.993,New,HD10400,11.8,0.0472,0.0472,0.004,0.004
